year,sex,age_band,geo_code,projection
2027,male,71-75,95TT,1023.1707095422863
2027,male,71-75,95UU,520.6802203767597
2027,male,71-75,95VV,2293.068157258413
2027,male,71-75,95WW,1887.1118114821047
2027,male,71-75,95XX,2204.916729778438
2027,male,71-75,95YY,1329.1839024519677
2027,male,71-75,95ZZ,895.5649603425926
2027,male,76-80,95AA,1047.9873067833541
2027,male,76-80,95BB,1997.3894852522171
2027,male,76-80,95CC,1136.7635689587698
2027,male,76-80,95DD,1336.6631444861519
2027,male,76-80,95EE,571.4207436472678
2027,male,76-80,95FF,912.8117999687183
2027,male,76-80,95GG,3824.9797955188947
2027,male,76-80,95HH,779.8160371069116
2027,male,76-80,95II,1083.6564792953695
2027,male,76-80,95JJ,1254.6939608357823
2027,male,76-80,95KK,602.2281747414509
2027,male,76-80,95LL,1632.2884941799687
2027,male,76-80,95MM,1802.191527300457
2027,male,76-80,95NN,1406.6333939654658
2027,male,76-80,95OO,959.9827503955572
2027,male,76-80,95PP,1447.9223040446682
2027,male,76-80,95QQ,687.1409617518367
2027,male,76-80,95RR,634.3393271747946
2027,male,76-80,95SS,2238.987066519135
2027,male,76-80,95TT,756.1249935323043
2027,male,76-80,95UU,375.5668046760023
2027,male,76-80,95VV,1719.1790572249056
2027,male,76-80,95WW,1543.6368715394092
2027,male,76-80,95XX,2048.2270923804153
2027,male,76-80,95YY,964.6148612542906
2027,male,76-80,95ZZ,804.7539974659056
2027,male,81-85,95AA,682.7592216008162
2027,male,81-85,95BB,1406.179182095118
2027,male,81-85,95CC,792.820771769107
2027,male,81-85,95DD,853.4269459754352
2027,male,81-85,95EE,379.58043016810035
2027,male,81-85,95FF,624.4166338250301
2027,male,81-85,95GG,2582.5771514387857
2027,male,81-85,95HH,568.8469544866323
2027,male,81-85,95II,755.4158388400119
2027,male,81-85,95JJ,885.7794134207567
2027,male,81-85,95KK,404.81852927474336
2027,male,81-85,95LL,1063.2364132182047
2027,male,81-85,95MM,1024.8985561128113
2027,male,81-85,95NN,998.4233424318742
2027,male,81-85,95OO,662.5833015145982
2027,male,81-85,95PP,840.2857386151258
2027,male,81-85,95QQ,496.52318231563817
2027,male,81-85,95RR,384.2820926234339
2027,male,81-85,95SS,1494.555683041781
2027,male,81-85,95TT,509.4959318159278
2027,male,81-85,95UU,268.2099578955964
2027,male,81-85,95VV,1063.912514166513
2027,male,81-85,95WW,1087.205143037985
2027,male,81-85,95XX,1498.035994484963
2027,male,81-85,95YY,612.0984062755286
2027,male,81-85,95ZZ,473.6326695554819
2027,male,86+,95AA,370.0684626455145
2027,male,86+,95BB,777.886916550045
2027,male,86+,95CC,512.1415606498623
2027,male,86+,95DD,628.4048128286213
2027,male,86+,95EE,219.41065140549097
2027,male,86+,95FF,396.7370222909082
2027,male,86+,95GG,1811.4205937475942
2027,male,86+,95HH,338.20587122337247
2027,male,86+,95II,604.5801540311375
2027,male,86+,95JJ,552.0551763027566
2027,male,86+,95KK,278.85573458097383
2027,male,86+,95LL,702.3302392159578
2027,male,86+,95MM,565.3102978326415
2027,male,86+,95NN,660.0903645712353
2027,male,86+,95OO,428.46026937413524
2027,male,86+,95PP,534.4002558028238
2027,male,86+,95QQ,304.2209113803311
2027,male,86+,95RR,281.0039331732697
2027,male,86+,95SS,971.8438873790377
2027,male,86+,95TT,339.2645327746794
2027,male,86+,95UU,154.9372446703931
2027,male,86+,95VV,690.8489774612096
2027,male,86+,95WW,773.2455080565436
2027,male,86+,95XX,977.0951627621552
2027,male,86+,95YY,376.33264947837785
2027,male,86+,95ZZ,335.8488098109328
2028,female,7-11,95AA,1688.984302299833
2028,female,7-11,95BB,2006.4397624399746
2028,female,7-11,95CC,2349.414521569977
2028,female,7-11,95DD,1974.9697796659768
2028,female,7-11,95EE,973.7427571447025
2028,female,7-11,95FF,1509.9380599991819
2028,female,7-11,95GG,7973.929972735099
2028,female,7-11,95HH,936.5774240080872
2028,female,7-11,95II,2205.790778975908
2028,female,7-11,95JJ,1600.954043836873
2028,female,7-11,95KK,1390.78492125417
2028,female,7-11,95LL,3440.0543131672985
2028,female,7-11,95MM,3336.8799615739545
